Cuenta;Valor;Tipo mov.
430308121;MAR*VA*;Auxiliar
430308127;SAN*TO*;Auxiliar
430308128;HNO*OY*;Auxiliar
430308129;MIG*CA*;Auxiliar
430308135;ROD* F*;Auxiliar
430308136;ROD* F*;Auxiliar
430308140;HUE*ÑI*;Auxiliar
430308144;ESC*CA*;Auxiliar
430308147;S.A*OS*;Auxiliar
430308148;CAN*CI*;Auxiliar
430308151;NEG*NA*;Auxiliar
430308153;ALV*LV*;Auxiliar
430308157;S.A*LL*;Auxiliar
430308158;DEL*ER*;Auxiliar
430308159;ZOE*YO*;Auxiliar
430308161;HNO*EJ*;Auxiliar
430308162;AGR*N *;Auxiliar
430308163;LOP*AÑ*;Auxiliar
430308168;CAS* M*;Auxiliar
430308176;HNO*RT*;Auxiliar
430308179;SAN*RE*;Auxiliar
430308181;LUI* B*;Auxiliar
430308182;MAR*RA*;Auxiliar
430308183;S.A*TE*;Auxiliar
430308184;DUV*TA*;Auxiliar
430308186;MIR*ID*;Auxiliar
430308187;GAN* L*;Auxiliar
430308190;NOR*GA*;Auxiliar
430308191;COM* O*;Auxiliar
430308192;ROD* M*;Auxiliar
430308195;RON*OC*;Auxiliar
430308196;ALV*LV*;Auxiliar
430308197;ORD*UT*;Auxiliar
430308199;HNO*CI*;Auxiliar
430308200;TRI*ST*;Auxiliar
430308203;FER* G*;Auxiliar
430308213;PER*NA*;Auxiliar
430308214;NIS*ST*;Auxiliar
430308217;MAR*CR*;Auxiliar
430308219;GAR*LV*;Auxiliar
430308226;ROD* P*;Auxiliar
430308231;PAS*LL*;Auxiliar
430308232;AGR*GA*;Auxiliar
430308235;JOS* S*;Auxiliar
430308237;SUA*TI*;Auxiliar
430308239;MAZ*S *;Auxiliar
430308246;ALV*UT*;Auxiliar
430308247;MAS*DA*;Auxiliar
430308255;S.A*RM*;Auxiliar
430308256;TOR*EN*;Auxiliar
430308258;PRI*NT*;Auxiliar
430308259;CUE*RB*;Auxiliar
430308260;MAR*RO*;Auxiliar
430308261;TEO*AL*;Auxiliar
430308262;ALV*ON*;Auxiliar
430308264;PIC*OR*;Auxiliar
430308267;LA *DO*;Auxiliar
430308269;PER*AT*;Auxiliar
430308270;ESP*RA*;Auxiliar
430308278;CAR*AN*;Auxiliar
430308281;NUE*IE*;Auxiliar
430308287;HNO*AZ*;Auxiliar
430308288;AGR*RI*;Auxiliar
430308295;CAL*ON*;Auxiliar
430308299;YAÑ*IN*;Auxiliar
430308302;FER* G*;Auxiliar
430308304;POR*NA*;Auxiliar
430308316;GAR*AR*;Auxiliar
430308319;ORD*UT*;Auxiliar
430308321;FER* G*;Auxiliar
430308322;DOM* J*;Auxiliar
430308326;ROD* A*;Auxiliar
430308327;AGR*.C*;Auxiliar
430308330;ROB*DR*;Auxiliar
430308332;ARM*RT*;Auxiliar
430308334;MOR*AN*;Auxiliar
430308335;FER* G*;Auxiliar
430308337;ALV*OD*;Auxiliar
430308340;ROD* S*;Auxiliar
430308343;LA * I*;Auxiliar
430308345;HNO*RE*;Auxiliar
430308348;FER* B*;Auxiliar
430308349;BOS*NA*;Auxiliar
430308356;FER* G*;Auxiliar
430308364;EXP*ON*;Auxiliar
430308367;GRA*TO*;Auxiliar
430308368;AGU**;Auxiliar
430308370;AGR*RI*;Auxiliar
430308371;PER*RG*;Auxiliar
430308372;ADA*RC*;Auxiliar
430308376;PAN*PE*;Auxiliar
430308379;LOZ*CE*;Auxiliar
430308382;PAS*LE*;Auxiliar
430308383;FIA*IT*;Auxiliar
430308390;S.A* V*;Auxiliar
430308394;ALO*ON*;Auxiliar
430308395;SER*RG*;Auxiliar
430308398;MON*Y *;Auxiliar
430308402;NUT*OS*;Auxiliar
430308403;TOR*EZ*;Auxiliar
430308406;PRI*ME*;Auxiliar
430308407;S.A*LV*;Auxiliar
430308410;PER*CA*;Auxiliar
430308412;NUT* S*;Auxiliar
430308417;AGR*S.*;Auxiliar
430308418;CON* P*;Auxiliar
430308419;ALO*ON*;Auxiliar
430308423;ALV*AN*;Auxiliar
430308428;ALV*ID*;Auxiliar
430308429;HER*RI*;Auxiliar
430308430;HER**;Auxiliar
430308434;PER*UT*;Auxiliar
430308435;AGR*GA*;Auxiliar
430308436;GUT* P*;Auxiliar
430308439;VET* S*;Auxiliar
430308442;SEC* Y*;Auxiliar
430308443;VIÑ*AS*;Auxiliar
430308453;NIE*CI*;Auxiliar
430308455;COM*IZ*;Auxiliar
430308459;SAA*VA*;Auxiliar
430308461;RAE*IN*;Auxiliar
430308462;REC**;Auxiliar
430308465;TAS*TI*;Auxiliar
430308470;KAL* S*;Auxiliar
430308475;GAR*RC*;Auxiliar
430308478;DEL*AL*;Auxiliar
430308479;RAB*IN*;Auxiliar
430308480;ADA*RC*;Auxiliar
430308488;SEV* D*;Auxiliar
430308490;PER*SA*;Auxiliar
430308493;TOL* S*;Auxiliar
430308499;AVE*AN*;Auxiliar
430308507;GAN* J*;Auxiliar
430308508;AGR*RI*;Auxiliar
430308515;SAN*ER*;Auxiliar
430308516;FER* R*;Auxiliar
430308518;MUÑ*RI*;Auxiliar
430308520;PER*IB*;Auxiliar
430308525;SAN*ER*;Auxiliar
430308528;HNO*LA*;Auxiliar
430308532;MAR*SC*;Auxiliar
430308533;FER* S*;Auxiliar
430308534;ALO*RN*;Auxiliar
430308535;SOD*YL*;Auxiliar
430308537;PRI*RN*;Auxiliar
430308557;FER* S*;Auxiliar
430308559;ROD* M*;Auxiliar
430308560;S.A*RG*;Auxiliar
430308575;ALV*OD*;Auxiliar
430308578;FER* D*;Auxiliar
430308592;LOP*RE*;Auxiliar
430308599;HNO*TR*;Auxiliar
430308600;GON*BA*;Auxiliar
430308601;ZAE*BA*;Auxiliar
430308602;ORD*AR*;Auxiliar
430308603;FER* F*;Auxiliar
430308605;HNO*AN*;Auxiliar
430308606;ALV*RI*;Auxiliar
430308608;MAR*RT*;Auxiliar
430308611;EXP*ON*;Auxiliar
430308624;COQ*Z *;Auxiliar
430308630;GON*LE*;Auxiliar
430308638;RUN*C*;Auxiliar
430308640;GAN*CT*;Auxiliar
430308643;CAN*IA*;Auxiliar
430308653;SOT* M*;Auxiliar
430308660;PEÑ*UA*;Auxiliar
430308663;CEN*S.*;Auxiliar
430308668;SER*S *;Auxiliar
430308669;SAN*OP*;Auxiliar
430308670;AGU*A *;Auxiliar
430308671;LLO*RA*;Auxiliar
430308672;MOR*GU*;Auxiliar
430308673;MAR*RO*;Auxiliar
430308674;IRK*IC*;Auxiliar
430308675;VEG*IL*;Auxiliar
430308677;COS*AS*;Auxiliar
430308678;TAT*ER*;Auxiliar
430308679;ROC*CI*;Auxiliar
430308680;PRO*A *;Auxiliar
430308682;MOR*AR*;Auxiliar
430308683;HER* C*;Auxiliar
430308684;RIC*TR*;Auxiliar
430308685;HER* P*;Auxiliar
430308686;PER*RG*;Auxiliar
430308687;PUR*AN*;Auxiliar
430308688;DAL*.C*;Auxiliar
430308689;ALY**;Auxiliar
430308690;DAB*LL*;Auxiliar
430308691;RAM*N *;Auxiliar
430308692;GON*LO*;Auxiliar
430308693;OTE*TO*;Auxiliar
430308694;MAN*RA*;Auxiliar
430308695;PRI*ES*;Auxiliar
430308696;CAS*RC*;Auxiliar
430308698;IMP*TE*;Auxiliar
430308699;BUE*UR*;Auxiliar
430308700;MOR*AR*;Auxiliar
430308702;HER*TI*;Auxiliar
430308705;HNO*TA*;Auxiliar
430308706;SIL*ST*;Auxiliar
430308707;MOR*RI*;Auxiliar
430308708;VIÑ*ER*;Auxiliar
430308709;MEN*TA*;Auxiliar
430308710;MOR* A*;Auxiliar
430308711;GAL*ZA*;Auxiliar
430308712;CAT*TE*;Auxiliar
430308713;CAR*FU*;Auxiliar
430308714;CAR*AS*;Auxiliar
430308715;SAN* R*;Auxiliar
430308716;EST*OS*;Auxiliar
430308717;IZQ* A*;Auxiliar
430308718;GON*GO*;Auxiliar
430308720;RAM*AD*;Auxiliar
430308721;MAR*AN*;Auxiliar
430308722;VEL*ER*;Auxiliar
430308724;RAM*AR*;Auxiliar
430308725;SOC*CI*;Auxiliar
430308727;GAR*LV*;Auxiliar
430308728;COL* L*;Auxiliar
430308729; DE*E *;Auxiliar
430308730;ELI*NA*;Auxiliar
430308731;GAR*RC*;Auxiliar
430308732;ALV*IL*;Auxiliar
430308733;JES*CE*;Auxiliar
430308734;NUR*NA*;Auxiliar
430308735;MAR*CO*;Auxiliar
430308736;PEL*UE*;Auxiliar
430308737;MIR*ID*;Auxiliar
430308738;MAN*OT*;Auxiliar
430308739;S. *HN*;Auxiliar
430308740;MER*MA*;Auxiliar
430308741;ODA*TA*;Auxiliar
430308742;CAN*AN*;Auxiliar
430308743;ROB*EY*;Auxiliar
430308744;KUA*AS*;Auxiliar
430308745;IRI* P*;Auxiliar
430308746;FAR*JO*;Auxiliar
430308747;VIL*GA*;Auxiliar
430308748;MAR*GO*;Auxiliar
430308749;GON*CO*;Auxiliar
430308750;GAR*DR*;Auxiliar
430308751;SAN*VE*;Auxiliar
430308752;CLI*G *;Auxiliar
430308753;SAN*N *;Auxiliar
430308754;LOG*UR*;Auxiliar
430308755;JUA*Z *;Auxiliar
430308756;LLA*S *;Auxiliar
430308757;GAR*DA*;Auxiliar
430308758;VET*.A*;Auxiliar
430308759;MER*IA*;Auxiliar
430308760;SUA*AN*;Auxiliar
430308761;MAY*AN*;Auxiliar
430308762;POL*ER*;Auxiliar
430308763;GAR*RC*;Auxiliar
430308764;FER* B*;Auxiliar
430308765;PRO*UM*;Auxiliar
430308766;S.A*IO*;Auxiliar
430308767;MAR*OR*;Auxiliar
430308769;MON*ON*;Auxiliar
430308770;POS*AR*;Auxiliar
430308771;SAT*RU*;Auxiliar
430308772;SEL*Z *;Auxiliar
430308774;SEL*Z *;Auxiliar
430308775;VAL*VE*;Auxiliar
430308776;GRA*NT*;Auxiliar
430308777;PER*Z *;Auxiliar
430308778;FIN*CO*;Auxiliar
430308779;GAR*GO*;Auxiliar
430308780;GAR*RC*;Auxiliar
430308781;ION*AN*;Auxiliar
430308782;VAL*DR*;Auxiliar
430308784;MOR*AR*;Auxiliar
430308785;ROD* G*;Auxiliar
430308786;VIÑ*DR*;Auxiliar
430308787;ROD* V*;Auxiliar
430308788;GAL**;Auxiliar
430308789;P.H*NI*;Auxiliar
430308790;LOP*NC*;Auxiliar
430308791;PAL*OB*;Auxiliar
430308792;PEL*MI*;Auxiliar
430308793;AMO*A *;Auxiliar
430308794;VIE*CO*;Auxiliar
430308795;EL *R *;Auxiliar
430308796;TER*OS*;Auxiliar
430308797;PER*BA*;Auxiliar
430308798;ALO*RR*;Auxiliar
430308799;AGR*ON*;Auxiliar
430308800;GON*GA*;Auxiliar
430308801;ALO*EZ*;Auxiliar
430308803;FRA*RN*;Auxiliar
430308804;ECU*NC*;Auxiliar
430308805;SOC*CO*;Auxiliar
430308806;GUT* D*;Auxiliar
430308807;DE *RG*;Auxiliar
430308808;CAÑ*MO*;Auxiliar
430308809;GAN* C*;Auxiliar
430308812;P.H*NI*;Auxiliar
430308814;JAV*17*;Auxiliar
430308815;CAR*RA*;Auxiliar
430308816;CAR*ER*;Auxiliar
430308818;FER* C*;Auxiliar
430308819;GAR*RN*;Auxiliar
430308820;MIG*RG*;Auxiliar
430308821;BAR*S *;Auxiliar
430308822;MAR*VA*;Auxiliar
430308823;GAR*YO*;Auxiliar
430308824;QUI*MO*;Auxiliar
430308825;ROD* P*;Auxiliar
430308827;SEL*Z *;Auxiliar
430308828;FER* G*;Auxiliar
430308829;SAN*ZA*;Auxiliar
430308830;DE *RG*;Auxiliar
430308831;REG*RI*;Auxiliar
430308832;ABR*LE*;Auxiliar
430308833;CEP*S *;Auxiliar
430308834;YAÑ*AL*;Auxiliar
430308835;YAÑ*AL*;Auxiliar
430308836;PAL* S*;Auxiliar
430308837;ABR*H *;Auxiliar
430308838;GON*SA*;Auxiliar
430309003;AGR*NT*;Auxiliar
430309004;GAR*ÑO*;Auxiliar
430309005;ALC*RN*;Auxiliar
430309006;ARR*RC*;Auxiliar
430309007;VER*AB*;Auxiliar
430309012;AMA*MA*;Auxiliar
430309017;ANI*UL*;Auxiliar
430309018;GAR*AM*;Auxiliar
430309019;APA*LA*;Auxiliar
430309028;ASO*N *;Auxiliar
430309029;AVA*OP*;Auxiliar
430309030;BAÑ*GA*;Auxiliar
430309032;BAR*GO*;Auxiliar
430309033;BAR*AL*;Auxiliar
430309047;GAR*ÑO*;Auxiliar
430309055;CAS*CA*;Auxiliar
430309068;CEN*TE*;Auxiliar
430309097;MAR*GA*;Auxiliar
430309098;SAN*AS*;Auxiliar
430309102;MAN*AZ*;Auxiliar
430309123;DOG*S.*;Auxiliar
430309125;DOR*VE*;Auxiliar
430309133;ESP*SO*;Auxiliar
430309137;FER* L*;Auxiliar
430309146;GAL*Z *;Auxiliar
430309147;GAL*UT*;Auxiliar
430309148;GAM*E *;Auxiliar
430309153;GAR*UR*;Auxiliar
430309159;GAY*EN*;Auxiliar
430309163;GOM*NA*;Auxiliar
430309164;GOM*EO*;Auxiliar
430309166;GON*DE*;Auxiliar
430309168;GON*OL*;Auxiliar
430309169;GON*RI*;Auxiliar
430309181;FEI*EN*;Auxiliar
430309185;HYD* L*;Auxiliar
430309186;DE *ES*;Auxiliar
430309189;IZQ* R*;Auxiliar
430309190;JAD*IC*;Auxiliar
430309195;KEM* S*;Auxiliar
430309196;LA * M*;Auxiliar
430309198;LEI*IL*;Auxiliar
430309206;LOP*IZ*;Auxiliar
430309207;LOP*EZ*;Auxiliar
430309212;LUJ*DR*;Auxiliar
430309213;MAE*UA*;Auxiliar
430309217;MAR*RI*;Auxiliar
430309219;MAR*NZ*;Auxiliar
430309226;MAR*SA*;Auxiliar
430309228;MAS*SH*;Auxiliar
430309234;MEJ*RT*;Auxiliar
430309243;MON*GA*;Auxiliar
430309245;MOR*BO*;Auxiliar
430309250;MUÑ*IO*;Auxiliar
430309255;NAT* M*;Auxiliar
430309256;NAU*RA*;Auxiliar
430309257;NAV*LE*;Auxiliar
430309258;NAV*CI*;Auxiliar
430309259;ANR*.*;Auxiliar
430309263;OLM*L *;Auxiliar
430309266;PAG*EN*;Auxiliar
430309274;PEI*ZQ*;Auxiliar
430309278;PER*IN*;Auxiliar
430309279;PER*EO*;Auxiliar
430309283;PER*CI*;Auxiliar
430309284;PET*AD*;Auxiliar
430309291;POZ* M*;Auxiliar
430309302;REN*BE*;Auxiliar
430309303;SAN*SC*;Auxiliar
430309304;ROB*GU*;Auxiliar
430309306;ROD* J*;Auxiliar
430309307;REC*IE*;Auxiliar
430309308;MAR*RV*;Auxiliar
430309318;RUI*A *;Auxiliar
430309319;RUI*AN*;Auxiliar
430309331;SEG*OD*;Auxiliar
430309332;SER* I*;Auxiliar
430309335;TOR*RO*;Auxiliar
430309337;TRA*.A*;Auxiliar
430309340;MIN**;Auxiliar
430309341;FAR*HA*;Auxiliar
430309346;VEG*EI*;Auxiliar
430309348;VEL*E *;Auxiliar
430309352;VET*IA*;Auxiliar
430309355;VIL*OT*;Auxiliar
430309356;VIL*A *;Auxiliar
430309361;YEK*SU*;Auxiliar
430309366;ZOO*.L*;Auxiliar
430309367;PET* S*;Auxiliar
430309368;MAR*RR*;Auxiliar
430309369;KRO*QU*;Auxiliar
430309370;TRU*IR*;Auxiliar
430309371;GAR*CU*;Auxiliar
430309372;PER*A *;Auxiliar
430309373;JIM*EJ*;Auxiliar
430309374;LIE*IE*;Auxiliar
430309375;JOC*PA*;Auxiliar
430309376;HED*IA*;Auxiliar
430309377;MES*IG*;Auxiliar
430309378;LOP*AD*;Auxiliar
430309379;JUA*Z *;Auxiliar
430309380;MOR*ER*;Auxiliar
430309381;RUB*NT*;Auxiliar
430309382;BOT*RN*;Auxiliar
430309383;CAS*ME*;Auxiliar
430309384;GRA*TI*;Auxiliar
430309385;CLU*AZ*;Auxiliar
430309386;NUÑ*A *;Auxiliar
430309387;DEL*E *;Auxiliar
430309388;CLI*ET*;Auxiliar
430309389;CAR*RN*;Auxiliar
430309390;SIG*RM*;Auxiliar
430309391;RUI*LA*;Auxiliar
430309392;ROL*RT*;Auxiliar
430309393;MAR*RR*;Auxiliar
430309394;ROD* S*;Auxiliar
430309395;GAR*RE*;Auxiliar
430309396;GON*MU*;Auxiliar
430309397;CAM*AR*;Auxiliar
430309398;MAR*RE*;Auxiliar
430309399;CAS*EL*;Auxiliar
430309400;SAC* S*;Auxiliar
430309401;S.A*CU*;Auxiliar
430309403;S.A*CU*;Auxiliar
430309405;MAR*NC*;Auxiliar
430309409;CAL*CA*;Auxiliar
430309410;MAR*BL*;Auxiliar
430309411;LAO*S.*;Auxiliar
430309412;ZOS*A *;Auxiliar
430309413;GUT* J*;Auxiliar
430309414;ASF*VI*;Auxiliar
430309415;CUN*M.*;Auxiliar
430309416;MOL*LL*;Auxiliar
430309417;S.A*S *;Auxiliar
430309418;VAL*ER*;Auxiliar
430309419;SAN* V*;Auxiliar
430309420;SAN*ES*;Auxiliar
430309421;GAR*RM*;Auxiliar
430309422;REB*NC*;Auxiliar
430309423;TEL* E*;Auxiliar
430309424;ORN*S.*;Auxiliar
430309425;FLO*  *;Auxiliar
430309426;JUN*ET*;Auxiliar
430309427;VAR*CH*;Auxiliar
430309444;COC*IN*;Auxiliar
430309445;YAG*VO*;Auxiliar
430309446;ASO*EL*;Auxiliar
430309447;VIV*GO*;Auxiliar
430309448;GON*PO*;Auxiliar
430309449;MAZ* S*;Auxiliar
430309450;SIM*MA*;Auxiliar
430309451;GAN* E*;Auxiliar
430309452;GUE*PE*;Auxiliar
430309453;SOT*C *;Auxiliar
430309454;FON*GU*;Auxiliar
430309455;DOM* A*;Auxiliar
430309457;PER*TI*;Auxiliar
430309458;FER* S*;Auxiliar
430309460;VAC*L *;Auxiliar
430309461;PRO* S*;Auxiliar
430309462;GAN*OS*;Auxiliar
430309464;SUA*RC*;Auxiliar
430309466;ROD* A*;Auxiliar
430309501;MAR*EN*;Auxiliar
430309502;AGU*UR*;Auxiliar
430309503;CRI*RC*;Auxiliar
430309504;SAN*AL*;Auxiliar
430309506;CAR*RI*;Auxiliar
430309507;MAT*BA*;Auxiliar
430309509;MEN*UE*;Auxiliar
430309516;NOE*CE*;Auxiliar
430309517;EXO**;Auxiliar
430309528;FEL* E*;Auxiliar
430309531;RUI*AN*;Auxiliar
430309540;AMP*AD*;Auxiliar
430309544;LAL*L.*;Auxiliar
430309553;HNO*BA*;Auxiliar
430309554;PIL*GR*;Auxiliar
430309588;JOS*EL*;Auxiliar
430309616;FAU*AR*;Auxiliar
430309617;VET**;Auxiliar
430309618;GER*RA*;Auxiliar
430309619;FRA* O*;Auxiliar
430309627;AGR*N *;Auxiliar
430309633;REY*ZA*;Auxiliar
430309640;RUI*GO*;Auxiliar
430309641;IZQ* G*;Auxiliar
430309642;GAR*ER*;Auxiliar
430309643;PAS* P*;Auxiliar
430309644;SAJ*CI*;Auxiliar
430309645;TEJ*RE*;Auxiliar
430309646;GAR*NZ*;Auxiliar
430309647;GOM*CI*;Auxiliar
430309648;TOD*S.*;Auxiliar
430309649;BRA*AR*;Auxiliar
430309650;PER*NA*;Auxiliar
430309652;SAN*AR*;Auxiliar
430309653;GAR*RC*;Auxiliar
430309654;DIE*IA*;Auxiliar
430309655;DIE*IA*;Auxiliar
430309656;HER* D*;Auxiliar
430309657;JUN*OP*;Auxiliar
430309658;DE *LC*;Auxiliar
430309659;MAR*RJ*;Auxiliar
430309671;JON*PE*;Auxiliar
430309691;SAN*A *;Auxiliar
430309700;SER* I*;Auxiliar
430309701;CLI*ET*;Auxiliar
430309704;SER* I*;Auxiliar
430309749;CEN*TE*;Auxiliar
430309761;CLI*ET*;Auxiliar
430309772;ALB*ER*;Auxiliar
430309824;ZOA*D*;Auxiliar
430309832;CLI*ET*;Auxiliar
430309836;NUE*ER*;Auxiliar
430309863;JUA*OS*;Auxiliar
430309885;CLI*ET*;Auxiliar
4304;Clientes, (moneda extranjera);Mayor
430400000;DE *DA*;Auxiliar
430400001;CON*LA*;Auxiliar
430400002;CON*LA*;Auxiliar
430400003;CON*LA*;Auxiliar
430400004;CON*LA*;Auxiliar
430400005;CON*LA*;Auxiliar
430400006;CON*LA*;Auxiliar
430400007;CON*LA*;Auxiliar
430400008;CON*LA*;Auxiliar
430400009;CON*LA*;Auxiliar
430400010;CON*LA*;Auxiliar
430400011;CON*LA*;Auxiliar
430400012;CON*LA*;Auxiliar
430400013;CON*LA*;Auxiliar
430400014;CON*LA*;Auxiliar
430400015;CON*LA*;Auxiliar
430400016;CON*LA*;Auxiliar
430400017;CON*LA*;Auxiliar
430400018;CON*LA*;Auxiliar
430400019;CON*LA*;Auxiliar
430400020;CON*LA*;Auxiliar
430400021;CON*LA*;Auxiliar
430400022;CON*LA*;Auxiliar
430400023;CON*LA*;Auxiliar
430400024;CON*LA*;Auxiliar
430400025;CON*LA*;Auxiliar
430400026;CON*LA*;Auxiliar
430400027;CON*LA*;Auxiliar
430400028;CON*LA*;Auxiliar
430400029;CON*LA*;Auxiliar
430400030;CON*LA*;Auxiliar
430400031;CON*LA*;Auxiliar
430400032;CON*LA*;Auxiliar
430400033;GEG*AG*;Auxiliar
430400034;CON*LA*;Auxiliar
430400035;CON*LA*;Auxiliar
430400036;CON*LA*;Auxiliar
430400037;CON*LA*;Auxiliar
430400038;CON*LA*;Auxiliar
430400039;CON*LA*;Auxiliar
430400040;CON*LA*;Auxiliar
430400041;CON*LA*;Auxiliar
430400042;CON*LA*;Auxiliar
430400043;CON*LA*;Auxiliar
430400044;CON*LA*;Auxiliar
430400045;CON*LA*;Auxiliar
430400046;CON*LA*;Auxiliar
430400047;CON*LA*;Auxiliar
430400048;CON*LA*;Auxiliar
430400049;CON*LA*;Auxiliar
430400050;CON*LA*;Auxiliar
430400051;CON*LA*;Auxiliar
430400052;CON*LA*;Auxiliar
430400054;CON*LA*;Auxiliar
430400055;CON*LA*;Auxiliar
430400056;CON*LA*;Auxiliar
430400057;CON*LA*;Auxiliar
430400058;CON*LA*;Auxiliar
430400059;CON*LA*;Auxiliar
430400060;CON*LA*;Auxiliar
430400061;MOR* D*;Auxiliar
4309;Clientes fras. pend. formal.;Mayor
430900000;FRA* F*;Auxiliar
430900008;CEN* P*;Auxiliar
430900228;HER*S.*;Auxiliar
431;Clientes efectos a cobrar;Mayor
4310;Efectos en cartera;Mayor
431000000;Efe*om*;Auxiliar
431000001;Tal*n *;Auxiliar
431000002;Efe*om*;Auxiliar
431000003;Sal*on*;Auxiliar
431000004;Sal*ct*;Auxiliar
4311;Efectos descontados;Mayor
431100000;Efe*om*;Auxiliar
4312;Efectos en gestión cobro;Mayor
4315;Efectos comerciales impagados;Mayor
431500000;Efe*om*;Auxiliar
433;Clientes, empr. grupo;Mayor
4330;Clientes emp. grupo (euros);Mayor
4331;Efectos a cobrar, emp. gr.;Mayor
4332;Clientes emp. grupo, op. fact.;Mayor
4334;Clientes emp. gr. (moneda ext);Mayor
4336;Clientes emp. grupo dudoso cob;Mayor
4337;Envases y emb. dev. emp. gr.;Mayor
4339;Clientes emp gr, fra pend form;Mayor
434;Clientes, empresas asociadas;Mayor
434000000;CLI*EM*;Auxiliar
435;Clientes, otr. part vinculadas;Mayor
436;Clientes de dudoso cobro;Mayor
436001065;AGU*ÑO*;Auxiliar
436001068;SAM*SA*;Auxiliar
436001114;ARR*VA*;Auxiliar
436001138;AN-*. *;Auxiliar
436001195;ABA*VI*;Auxiliar
436001237;ARR*TA*;Auxiliar
436001249;ALO*ÑO*;Auxiliar
436001274;ARR*AL*;Auxiliar
436001298;ARR*BI*;Auxiliar
436001353;ARR*ER*;Auxiliar
436001357;ASI*A *;Auxiliar
436001371;AND*RN*;Auxiliar
436001409;ARR*RA*;Auxiliar
436001431;AGU*RD*;Auxiliar
436001444;ARI*AD*;Auxiliar
436001580;ASO*TE*;Auxiliar
436001648;ARC*IG*;Auxiliar
436001718;ALI*DR*;Auxiliar
436001739;ALE*RR*;Auxiliar
436001821;ALI*DR*;Auxiliar
436001837;TEC*IB*;Auxiliar
436001996;AGR*RI*;Auxiliar
436002001;VIC*RN*;Auxiliar
436002057;BER* D*;Auxiliar
436002109;BOR*O *;Auxiliar
436002116;BUR*RT*;Auxiliar
436002127;BLA*NC*;Auxiliar
436002132;BER*PE*;Auxiliar
436002156;BER*RI*;Auxiliar
436002180;BIL*BA*;Auxiliar
436002266;BAL*EJ*;Auxiliar
436002270;BEN*BA*;Auxiliar
436002314;BEN* R*;Auxiliar
436002509;ASE*ND*;Auxiliar
436002514;AGR*RI*;Auxiliar
436002678;ART*SO*;Auxiliar
436002703;BER* S*;Auxiliar
436002717;ALO*NJ*;Auxiliar
436002731;AGU*ER*;Auxiliar
436003038;CHA*RI*;Auxiliar
436003061;COM* G*;Auxiliar
436003099;CEF*. *;Auxiliar
436003107;COM* G*;Auxiliar
436003114;COM*DE*;Auxiliar
436003127;CAR*ER*;Auxiliar
436003155;CAL*AS*;Auxiliar
436003157;CAN* A*;Auxiliar
436003170;LA *LL*;Auxiliar
436003174;ZOO*RI*;Auxiliar
436003255;CAB*UA*;Auxiliar
436003256;CAM* M*;Auxiliar
436003271;CAN* D*;Auxiliar
436003297;CEN*PI*;Auxiliar
436003323;CIA*AD*;Auxiliar
436003340;CAR*BE*;Auxiliar
436003342;COO*CO*;Auxiliar
436003361;CAR*S.*;Auxiliar
436003460;CUR*FO*;Auxiliar
436003709;COL*AR*;Auxiliar
436003712;COM*TU*;Auxiliar
436003846;CEN*L *;Auxiliar
436003862;CLI*AÑ*;Auxiliar
436003902;CAL*EL*;Auxiliar
436003926;CUE*RC*;Auxiliar
436003936;CEN*ET*;Auxiliar
436003949;CAV*EJ*;Auxiliar
436003979;CHU*IR*;Auxiliar
436003994;COM*B.*;Auxiliar
436004109;DIS*S.*;Auxiliar
436004120;DIV*OB*;Auxiliar
436004536;CAS*PE*;Auxiliar
436004566;CAL*EB*;Auxiliar
436004582;CIA*SA*;Auxiliar
436004800;LOP*HI*;Auxiliar
436004858;CEN*UE*;Auxiliar
436005016;EMB* P*;Auxiliar
436005118;EL *LO*;Auxiliar
436005170;EL *MT*;Auxiliar
436005178;EL *DE*;Auxiliar
436005218;EXP*IN*;Auxiliar
436005220;EXP*PE*;Auxiliar
436005234;EL *DE*;Auxiliar
436006032;FER* S*;Auxiliar
436006046;FRA* F*;Auxiliar
436006089;FER* C*;Auxiliar
436006097;FRU*RC*;Auxiliar
436006318;FRU*LE*;Auxiliar
436006384;FUE*IB*;Auxiliar
436006448;FER* M*;Auxiliar
436006525;MOR*BA*;Auxiliar
436006713;GEB* S*;Auxiliar
436007071;GOM*ON*;Auxiliar
436007077;GAL*E *;Auxiliar
436007110;GAR*CI*;Auxiliar
436007117;GAN*DE*;Auxiliar
436007135;GAR*JO*;Auxiliar
436007154;GRA*TI*;Auxiliar
436007166;GAN*AM*;Auxiliar
436007183;GRU*ER*;Auxiliar
436007199;GUT* D*;Auxiliar
436007232;GAR*RA*;Auxiliar
436007234;TRA*ES*;Auxiliar
436007256;GOR*AR*;Auxiliar
436007277;GUT* G*;Auxiliar
436007329;GON*SA*;Auxiliar
436007352;GRA*A.*;Auxiliar
436007493;GAN*PC*;Auxiliar
436007584;G.P**;Auxiliar
436007586;GRA*LD*;Auxiliar
436007597;GON*GA*;Auxiliar
436007682;GAN* J*;Auxiliar
436007689;GOM*Z *;Auxiliar
436007836;GAN*LU*;Auxiliar
436007841;GAR*NA*;Auxiliar
436007887;GAR*SC*;Auxiliar
436008010;HNO*NO*;Auxiliar
436008125;HER*E *;Auxiliar
436008136;HNO*AN*;Auxiliar
436008188;HER*RR*;Auxiliar
436008273;HYG*MA*;Auxiliar
